,Unit.UnitI,Unit.Taxon,Unit.Quali,Unit.Qua_1,Unit.Qua_2,Unit.Qua_3,Unit.Qua_4,Unit.Qua_5,Unit.Repor,Taxon.ID,Taxon.Scie,Taxon.Finn,Taxon.Engl,Taxon.Swed,Unit.NameA,Unit.Abund,Unit.Inter,Unit.Int_1,Unit.Recor,Unit.Detai,Unit.TypeS,Unit.Det,Unit.Sex,Unit.LifeS,Unit.Nativ,Unit.Breed,Unit.Indiv,Unit.Invas,Unit.Notes,Unit.Annot,Unit.Media,Gathering.,Gatherin_1,Gatherin_2,Gatherin_3,Gatherin_4,Gatherin_5,Gatherin_6,Gatherin_7,Gatherin_8,Gatherin_9,Gatherin10,Gatherin11,Gatherin12,Gatherin13,Gatherin14,Gatherin15,Gatherin16,Gatherin17,Gatherin18,Gatherin19,Gatherin20,Gatherin21,Gatherin22,Gatherin23,Gatherin24,Gatherin25,Gatherin26,Gatherin27,Gatherin28,Gatherin29,Gatherin30,Gatherin31,Gatherin32,Gatherin33,Gatherin34,Gatherin35,Gatherin36,Gatherin37,Gatherin38,Gatherin39,Gatherin40,Gatherin41,Gatherin42,Gatherin43,Gatherin44,Gatherin45,Gatherin46,Gatherin47,Gatherin48,Gatherin49,Gatherin50,Gatherin51,Gatherin52,Gatherin53,Gatherin54,Gatherin55,Gatherin56,Document.D,Document_1,Document_2,Document_3,Document.P,Document.C,Document.Q,Document_4,Document_5,Document_6,Document.S,Document.N,Document.K,Document.F,Document.L,Document_7,Document.M,Document_8,Document_9,B4,B2,B5,B3,B6,B7,B16,B17,B14,B15,B12,B13,B10,B11,B19,B8,B9,B18,B1
1281,http://tun.fi/KE.67/9647599#Unit,TRINEB,NA,NA,NA,,,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,ADULT,NA,NA,http://tun.fi/A.FAF4C2197FB1C57ED0C492A0FBB60295,NA,,0,0,http://tun.fi/KE.67/9647599#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/30/2004,7/30/2004,NA,NA,7/30/2004,,63.146092,63.146979,27.7126,27.714605,63.146536,27.713603,7005000,7005100,3536100,3536200,7002066.00,7002166.00,535914.00,536014.00,NA,NA,NA,NA,2000,2000,2004,7,30,212,212,100,REPORTED_VALUE,,,,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,SIILINJÄRVI,,KUOPIO,RAASIO,,0,http://tun.fi/KE.67/9647599,PUBLIC,NONE,,FALSE,http://tun.fi/HR.48,NA,NA,NA,NA,http://tun.fi/KE.67,NA,807935,NA,NA,11/4/2004,,,0,9262,74,208,21,-136,344,216,101,32,29,617,82,148,-92,121,131,-45,211,26
1282,http://tun.fi/KE.67/9649182#Unit,TRINEB,NA,NA,NA,,,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,ADULT,NA,NA,http://tun.fi/A.54EAC71500F0DE582F417352E2C17447,NA,,0,0,http://tun.fi/KE.67/9649182#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/23/2004,7/23/2004,NA,NA,7/23/2004,,63.146092,63.146979,27.7126,27.714605,63.146536,27.713603,7005000,7005100,3536100,3536200,7002066.00,7002166.00,535914.00,536014.00,NA,NA,NA,NA,2000,2000,2004,7,23,205,205,100,REPORTED_VALUE,,,,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,SIILINJÄRVI,,KUOPIO,RAASIO,,0,http://tun.fi/KE.67/9649182,PUBLIC,NONE,,FALSE,http://tun.fi/HR.48,NA,NA,NA,NA,http://tun.fi/KE.67,NA,807936,NA,NA,12/10/2004,,,0,9262,74,208,21,-136,344,216,101,32,29,617,82,148,-92,121,131,-45,211,26
1283,http://tun.fi/KE.67/96698#Unit,TRINEB,NA,NA,NA,RELIABLE,COLLECTION_QUALITY_RATING,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,ADULT,NA,FALSE,http://tun.fi/A.19AC4779D313672D6CEA0C17D3EF2EFF,NA,,0,0,http://tun.fi/KE.67/96698#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/15/1993,7/15/1993,21,NA,1993-07-15 [21],,63.146093,63.14698,27.712613,27.714618,63.146536,27.713616,7005000,7005100,3536100,3536200,7002066.00,7002166.00,535915.00,536015.00,700,353,7005,3536,1900,1990,1993,7,15,196,196,100,REPORTED_VALUE,Suomi,Pohjois-Savo (PS),Siilinjärvi,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,SIILINJÄRVI,,KUOPIO,,,0,http://tun.fi/KE.67/96698,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,NA,NA,NA,http://tun.fi/KE.67,NA,,NA,NA,,,,0,9262,74,208,21,-136,344,216,101,32,29,617,82,148,-92,121,131,-45,211,26
1284,http://tun.fi/KE.67/9669894#Unit,TRINEB,NA,NA,NA,,,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,ADULT,NA,NA,http://tun.fi/A.FAF4C2197FB1C57ED0C492A0FBB60295,NA,,0,0,http://tun.fi/KE.67/9669894#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/5/2004,8/5/2004,NA,NA,8/5/2004,,63.146092,63.146979,27.7126,27.714605,63.146536,27.713603,7005000,7005100,3536100,3536200,7002066.00,7002166.00,535914.00,536014.00,NA,NA,NA,NA,2000,2000,2004,8,5,218,218,100,REPORTED_VALUE,,,,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,SIILINJÄRVI,,KUOPIO,,,0,http://tun.fi/KE.67/9669894,PUBLIC,NONE,,FALSE,http://tun.fi/HR.48,NA,NA,NA,NA,http://tun.fi/KE.67,NA,843341,NA,NA,1/11/2005,,,0,9262,74,208,21,-136,344,216,101,32,29,617,82,148,-92,121,131,-45,211,26
1285,http://tun.fi/KE.67/96699#Unit,TRINEB,NA,NA,NA,RELIABLE,COLLECTION_QUALITY_RATING,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,ADULT,NA,FALSE,http://tun.fi/A.B032A3C6D0F9957B0E0C20F941A4304C,NA,,0,0,http://tun.fi/KE.67/96699#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/20/1993,7/20/1993,4,NA,1993-07-20 [4],,63.146093,63.14698,27.712613,27.714618,63.146536,27.713616,7005000,7005100,3536100,3536200,7002066.00,7002166.00,535915.00,536015.00,700,353,7005,3536,1900,1990,1993,7,20,201,201,100,REPORTED_VALUE,Suomi,Pohjois-Savo (PS),Siilinjärvi,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,SIILINJÄRVI,,KUOPIO,,,0,http://tun.fi/KE.67/96699,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,NA,NA,NA,http://tun.fi/KE.67,NA,,NA,NA,,,,0,9262,74,208,21,-136,344,216,101,32,29,617,82,148,-92,121,131,-45,211,26
1286,http://tun.fi/KE.67/96708#Unit,TRINEB,NA,NA,NA,RELIABLE,COLLECTION_QUALITY_RATING,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,ADULT,NA,FALSE,http://tun.fi/A.4D3EEAEFDA619C283C673D9FB3B640D4,NA,,0,0,http://tun.fi/KE.67/96708#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/23/1993,8/23/1993,13,NA,1993-08-23 [13],,63.146093,63.14698,27.712613,27.714618,63.146536,27.713616,7005000,7005100,3536100,3536200,7002066.00,7002166.00,535915.00,536015.00,700,353,7005,3536,1900,1990,1993,8,23,235,235,100,REPORTED_VALUE,Suomi,Pohjois-Savo (PS),Siilinjärvi,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,SIILINJÄRVI,,KUOPIO,,,0,http://tun.fi/KE.67/96708,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,NA,NA,NA,http://tun.fi/KE.67,NA,,NA,NA,,,,0,9262,74,208,21,-136,344,216,101,32,29,617,82,148,-92,121,131,-45,211,26
1287,http://tun.fi/KE.67/9694888#Unit,TRINEB,NA,NA,NA,,,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,ADULT,NA,NA,http://tun.fi/A.C1BD007EA933F33834017B8DE9CF3F96,NA,,0,0,http://tun.fi/KE.67/9694888#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/22/2005,7/22/2005,NA,NA,7/22/2005,,63.146092,63.146979,27.7126,27.714605,63.146536,27.713603,7005000,7005100,3536100,3536200,7002066.00,7002166.00,535914.00,536014.00,NA,NA,NA,NA,2000,2000,2005,7,22,203,203,100,REPORTED_VALUE,,,,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,SIILINJÄRVI,,KUOPIO,RAASIO,,0,http://tun.fi/KE.67/9694888,PUBLIC,NONE,,FALSE,http://tun.fi/HR.48,NA,NA,NA,NA,http://tun.fi/KE.67,NA,858258,NA,NA,10/26/2005,,,0,9262,74,208,21,-136,344,216,101,32,29,617,82,148,-92,121,131,-45,211,26
1288,http://tun.fi/KE.67/9767611#Unit,TRINEB,NA,NA,NA,RELIABLE,COLLECTION_QUALITY_RATING,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,ADULT,NA,FALSE,http://tun.fi/A.5F500F8A72F5DA5F225F465D4980DC04,NA,,0,0,http://tun.fi/KE.67/9767611#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/8/2007,8/8/2007,22,NA,2007-08-08 [22],,63.146093,63.14698,27.712613,27.714618,63.146536,27.713616,7005000,7005100,3536100,3536200,7002066.00,7002166.00,535915.00,536015.00,700,353,7005,3536,2000,2000,2007,8,8,220,220,100,REPORTED_VALUE,Suomi,Pohjois-Savo (PS),Siilinjärvi,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,SIILINJÄRVI,,KUOPIO,RAASIO,,0,http://tun.fi/KE.67/9767611,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,NA,NA,NA,http://tun.fi/KE.67,NA,980981,NA,NA,1/3/2008,,,0,9262,74,208,21,-136,344,216,101,32,29,617,82,148,-92,121,131,-45,211,26
1289,http://tun.fi/KE.67/9774620#Unit,TRINEB,NA,NA,NA,,,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,ADULT,NA,NA,http://tun.fi/A.B25B1ECFDDFDDA2547751385D09A3F11,NA,,0,0,http://tun.fi/KE.67/9774620#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/26/2007,7/26/2007,NA,NA,7/26/2007,,63.146092,63.146979,27.7126,27.714605,63.146536,27.713603,7005000,7005100,3536100,3536200,7002066.00,7002166.00,535914.00,536014.00,NA,NA,NA,NA,2000,2000,2007,7,26,207,207,100,REPORTED_VALUE,,,,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,SIILINJÄRVI,,KUOPIO,,,0,http://tun.fi/KE.67/9774620,PUBLIC,NONE,,FALSE,http://tun.fi/HR.48,NA,NA,NA,NA,http://tun.fi/KE.67,NA,1023078,NA,NA,3/27/2008,,,0,9262,74,208,21,-136,344,216,101,32,29,617,82,148,-92,121,131,-45,211,26
1290,http://tun.fi/KE.67/9774623#Unit,TRINEB,NA,NA,NA,,,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,ADULT,NA,NA,http://tun.fi/A.51632F08A8F712B307300E91A443FBE5,NA,,0,0,http://tun.fi/KE.67/9774623#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/26/2007,7/26/2007,NA,NA,7/26/2007,,63.146092,63.146979,27.7126,27.714605,63.146536,27.713603,7005000,7005100,3536100,3536200,7002066.00,7002166.00,535914.00,536014.00,NA,NA,NA,NA,2000,2000,2007,7,26,207,207,100,REPORTED_VALUE,,,,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,SIILINJÄRVI,,KUOPIO,,,0,http://tun.fi/KE.67/9774623,PUBLIC,NONE,,FALSE,http://tun.fi/HR.48,NA,NA,NA,NA,http://tun.fi/KE.67,NA,1023082,NA,NA,3/27/2008,,,0,9262,74,208,21,-136,344,216,101,32,29,617,82,148,-92,121,131,-45,211,26
1291,http://tun.fi/KE.67/9774626#Unit,TRINEB,NA,NA,NA,,,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,ADULT,NA,NA,http://tun.fi/A.B25B1ECFDDFDDA2547751385D09A3F11,NA,,0,0,http://tun.fi/KE.67/9774626#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/27/2007,7/27/2007,NA,NA,7/27/2007,,63.146092,63.146979,27.7126,27.714605,63.146536,27.713603,7005000,7005100,3536100,3536200,7002066.00,7002166.00,535914.00,536014.00,NA,NA,NA,NA,2000,2000,2007,7,27,208,208,100,REPORTED_VALUE,,,,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,SIILINJÄRVI,,KUOPIO,,,0,http://tun.fi/KE.67/9774626,PUBLIC,NONE,,FALSE,http://tun.fi/HR.48,NA,NA,NA,NA,http://tun.fi/KE.67,NA,1023085,NA,NA,3/27/2008,,,0,9262,74,208,21,-136,344,216,101,32,29,617,82,148,-92,121,131,-45,211,26
1292,http://tun.fi/KE.67/9775038#Unit,TRINEB,NA,NA,NA,,,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,ADULT,NA,NA,http://tun.fi/A.51632F08A8F712B307300E91A443FBE5,NA,,0,0,http://tun.fi/KE.67/9775038#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/25/2007,7/25/2007,NA,NA,7/25/2007,,63.146092,63.146979,27.7126,27.714605,63.146536,27.713603,7005000,7005100,3536100,3536200,7002066.00,7002166.00,535914.00,536014.00,NA,NA,NA,NA,2000,2000,2007,7,25,206,206,100,REPORTED_VALUE,,,,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,SIILINJÄRVI,,KUOPIO,,,0,http://tun.fi/KE.67/9775038,PUBLIC,NONE,,FALSE,http://tun.fi/HR.48,NA,NA,NA,NA,http://tun.fi/KE.67,NA,1023076,NA,NA,3/27/2008,,,0,9262,74,208,21,-136,344,216,101,32,29,617,82,148,-92,121,131,-45,211,26
1293,http://tun.fi/KE.67/98214#Unit,TRINEB,NA,NA,NA,RELIABLE,COLLECTION_QUALITY_RATING,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,JUVENILE,NA,TRUE,http://tun.fi/A.2588AA583A2EC12B62EDD845F5A2B1B1,NA,,0,0,http://tun.fi/KE.67/98214#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/5/1995,7/5/1995,NA,NA,7/5/1995,,65.894725,65.895656,24.501838,24.503942,65.89519,24.50289,7313500,7313600,3386300,3386400,7310441.00,7310541.00,386174.00,386274.00,731,338,7313,3386,1900,1990,1995,7,5,186,186,100,REPORTED_VALUE,Suomi,Perä-Pohjanmaa (PeP),Tornio,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,TORNIO,,LAPPI,,,0,http://tun.fi/KE.67/98214,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,NA,NA,NA,http://tun.fi/KE.67,NA,,NA,NA,,,,0,9446,81,197,22,-159,356,177,90,28,27,525,65,137,-108,110,121,-63,163,11
1294,http://tun.fi/KE.67/9876963#Unit,TRINEB,NA,NA,NA,,,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,ADULT,NA,NA,http://tun.fi/A.F2694D2CF31FDAB8E51E3FF569D82073,NA,,0,0,http://tun.fi/KE.67/9876963#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2010,8/6/2010,NA,NA,8/6/2010,,63.146092,63.146979,27.7126,27.714605,63.146536,27.713603,7005000,7005100,3536100,3536200,7002066.00,7002166.00,535914.00,536014.00,NA,NA,NA,NA,2000,2010,2010,8,6,218,218,100,REPORTED_VALUE,,,,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,SIILINJÄRVI,,KUOPIO,RAASIO,,0,http://tun.fi/KE.67/9876963,PUBLIC,NONE,,FALSE,http://tun.fi/HR.48,NA,NA,NA,NA,http://tun.fi/KE.67,NA,1132500,NA,NA,11/30/2010,,,0,9262,74,208,21,-136,344,216,101,32,29,617,82,148,-92,121,131,-45,211,26
1295,http://tun.fi/KE.67/98789#Unit,TRINEB,NA,NA,NA,RELIABLE,COLLECTION_QUALITY_RATING,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,JUVENILE,NA,TRUE,http://tun.fi/A.EE1B45534FE3E49991FDDB9DFC0243F1,NA,,0,0,http://tun.fi/KE.67/98789#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/17/1979,6/17/1979,NA,NA,6/17/1979,,64.945923,64.946844,25.240357,25.242413,64.946383,25.241385,7206600,7206700,3417000,3417100,7203584.00,7203684.00,416862.00,416962.00,720,341,7206,3417,1900,1970,1979,6,17,168,168,100,REPORTED_VALUE,Suomi,Oulun Pohjanmaa (OP),Oulu,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,OULUNSALO,,OULU,,,0,http://tun.fi/KE.67/98789,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,NA,NA,NA,http://tun.fi/KE.67,NA,,NA,NA,,,,0,9109,81,206,23,-142,348,175,67,21,36,456,66,144,-91,80,128,-51,168,22
1296,http://tun.fi/KE.67/99344#Unit,TRINEB,NA,NA,NA,RELIABLE,COLLECTION_QUALITY_RATING,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,ADULT,NA,FALSE,http://tun.fi/A.D7C81107E727FEE5C32B69F01DA8396E,NA,,0,0,http://tun.fi/KE.67/99344#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/3/1997,8/3/1997,4,NA,1997-08-03 [4],,64.867571,64.868491,25.372078,25.374132,64.868031,25.373105,7197700,7197800,3423000,3423100,7194688.00,7194788.00,422859.00,422959.00,719,342,7197,3423,1900,1990,1997,8,3,215,215,100,REPORTED_VALUE,Suomi,Oulun Pohjanmaa (OP),Liminka,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,LIMINKA,,OULU,,,0,http://tun.fi/KE.67/99344,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,NA,NA,NA,http://tun.fi/KE.67,NA,,NA,NA,,,,0,9083,82,206,23,-141,347,174,67,21,37,453,66,145,-90,79,128,-49,169,23
1297,http://tun.fi/KE.67/99997#Unit,TRINEB,NA,NA,NA,RELIABLE,COLLECTION_QUALITY_RATING,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,NA,,JUVENILE,NA,TRUE,http://tun.fi/A.8ABDA8C405CB59BA04CFCD9B3D93C136,NA,,0,0,http://tun.fi/KE.67/99997#Gathering,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/18/1991,6/18/1991,NA,NA,6/18/1991,,66.09784,66.098739,26.77732,26.779523,66.098289,26.778422,7333900,7334000,3490100,3490200,7330833.00,7330933.00,489932.00,490032.00,733,349,7333,3490,1900,1990,1991,6,18,169,169,100,REPORTED_VALUE,Suomi,Perä-Pohjanmaa (PeP),Ranua,COORDINATES,COORDINATES,COORDINATES,NA,FINLAND,RANUA,,LAPPI,,,0,http://tun.fi/KE.67/99997,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,NA,NA,NA,http://tun.fi/KE.67,NA,,NA,NA,,,,0,9670,88,192,23,-178,370,194,85,28,32,536,70,127,-124,99,109,-76,193,-1
1298,http://tun.fi/KE.8/1039559#2,Valkoviklo,NA,NA,NA,NEUTRAL,,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_UNSPECIFIED,FALSE,NA,,,NA,NA,,NA,Kevään ensimmäinen,0,0,http://tun.fi/KE.8/1039559#1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/13/2011,5/13/2011,NA,NA,5/13/2011,Marja-Liisa Porsanger; Olavi Porsanger,69.575351,69.575351,25.946052,25.946052,69.575351,25.946052,7722095,7722096,3459110,3459111,7718872.00,7718873.00,458954.00,458955.00,772,345,7722,3459,2000,2010,2011,5,13,133,133,1,REPORTED_VALUE,Suomi,Inarin Lappi (InL),Utsjoki,COORDINATES,COORDINATES,COORDINATES,NA,Suomi,Utsjoki,,,Pihtiranta,,0,http://tun.fi/KE.8/1039559,PUBLIC,NONE,,FALSE,http://tun.fi/HR.447,2,NA,NA,NA,http://tun.fi/KE.8,NA,,NA,NA,,,,0,9682,92,169,24,-209,378,172,54,17,47,407,69,105,-146,63,105,-94,172,-23
1299,http://tun.fi/KE.8/1056806#2,valkoviklo,NA,NA,NA,NEUTRAL,,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,,NA,NA,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_UNSPECIFIED,FALSE,NA,,,NA,NA,,NA,,0,0,http://tun.fi/KE.8/1056806#1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/7/1960,6/7/1960,NA,NA,6/7/1960,Esa Pitkänen; Pertti Uotila,63.109771,63.109771,30.77799,30.77799,63.109771,30.77799,7006360,7006361,3690812,3690813,7003426.00,7003427.00,690564.00,690565.00,700,369,7006,3690,1900,1960,1960,6,7,159,159,1,REPORTED_VALUE,Suomi,Pohjois-Karjala (PK),"Ilomantsi, Lieksa",COORDINATES,COORDINATES,COORDINATES,NA,Suomi,,,,"Ilomantsi, Patvinsuo, Sumukkalampi",,0,http://tun.fi/KE.8/1056806,PUBLIC,NONE,,FALSE,http://tun.fi/HR.447,2,NA,NA,NA,http://tun.fi/KE.8,NA,,NA,NA,,,,0,9750,75,204,20,-158,362,218,98,30,31,616,81,143,-111,112,126,-102,211,15
1300,http://tun.fi/KE.8/1062401#4,Valkoviklo,NA,NA,NA,NEUTRAL,,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,1,NA,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_UNSPECIFIED,FALSE,NA,,,NA,NA,,NA,ä,0,0,http://tun.fi/KE.8/1062401#1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/16/2012,5/16/2012,11,NA,2012-05-16 [11:05],"Jaanu, Erkki; Peltonen , Eero",68.389653,68.389653,24.202644,24.202644,68.389653,24.202644,7592088,7592089,3385186,3385187,7588917.00,7588918.00,385060.00,385061.00,759,338,7592,3385,2000,2010,2012,5,16,137,137,1,REPORTED_VALUE,Suomi,Enontekiön Lappi (EnL),Enontekiö,COORDINATES,COORDINATES,COORDINATES,NA,Suomi,Enontekiö,,,"Peltovuoma, Alarinne",,0,http://tun.fi/KE.8/1062401,PUBLIC,NONE,,FALSE,http://tun.fi/HR.447,2,NA,NA,NA,http://tun.fi/KE.8,NA,,NA,NA,,,,0,10181,90,176,23,-215,391,178,77,25,33,480,67,112,-152,87,95,-98,177,-23
1301,http://tun.fi/KE.8/1085615#9,valkoviklo,NA,NA,NA,NEUTRAL,,NA,,http://tun.fi/MX.27622,Tringa nebularia,valkoviklo,Common Greenshank,gluttsnäppa,NA,6,NA,6,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_UNSPECIFIED,FALSE,NA,,,NA,NA,,NA,p,0,0,http://tun.fi/KE.8/1085615#1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/28/2013,4/28/2013,10,13,2013-04-28 [10:50-13:25],"Leinonen, Mauri",60.189534,60.189534,24.819054,24.819054,60.189534,24.819054,6677320,6677321,3379184,3379185,6674517.00,6674518.00,379063.00,379064.00,667,337,6677,3379,2000,2010,2013,4,28,118,118,1,REPORTED_VALUE,Suomi,Uusimaa (U),Espoo,COORDINATES,COORDINATES,COORDINATES,NA,Suomi,Espoo,U,,"Laajalahti, Laajalahti",,0,http://tun.fi/KE.8/1085615,PUBLIC,NONE,,TRUE,http://tun.fi/HR.447,2,NA,NA,NA,http://tun.fi/KE.8,NA,,NA,NA,,,,0,8050,65,211,21,-87,298,220,102,32,31,643,78,159,-47,133,146,-16,197,52
