index;X;Y;Unit.UnitI;Unit.Taxon;Unit.Quali;Unit.Qua_1;Unit.Qua_2;Unit.Qua_3;Unit.Qua_4;Unit.Qua_5;Unit.Repor;Taxon.ID;Taxon.Scie;Taxon.Finn;Taxon.Engl;Taxon.Swed;Unit.NameA;Unit.Abund;Unit.Inter;Unit.Int_1;Unit.Recor;Unit.Detai;Unit.TypeS;Unit.Det;Unit.Sex;Unit.LifeS;Unit.Nativ;Unit.Breed;Unit.Indiv;Unit.Invas;Unit.Notes;Unit.Annot;Unit.Media;Gathering.;Gatherin_1;Gatherin_2;Gatherin_3;Gatherin_4;Gatherin_5;Gatherin_6;Gatherin_7;Gatherin_8;Gatherin_9;Gatherin10;Gatherin11;Gatherin12;Gatherin13;Gatherin14;Gatherin15;Gatherin16;Gatherin17;Gatherin18;Gatherin19;Gatherin20;Gatherin21;Gatherin22;Gatherin23;Gatherin24;Gatherin25;Gatherin26;Gatherin27;Gatherin28;Gatherin29;Gatherin30;Gatherin31;Gatherin32;Gatherin33;Gatherin34;Gatherin35;Gatherin36;Gatherin37;Gatherin38;Gatherin39;Gatherin40;Gatherin41;Gatherin42;Gatherin43;Gatherin44;Gatherin45;Gatherin46;Gatherin47;Gatherin48;Gatherin49;Gatherin50;Gatherin51;Gatherin52;Gatherin53;Gatherin54;Gatherin55;Gatherin56;Document.D;Document_1;Document_2;Document_3;Document.P;Document.C;Document.Q;Document_4;Document_5;Document_6;Document.S;Document.N;Document.K;Document.F;Document.L;Document_7;Document.M;Document_8;Document_9;B7.tif;B14.tif;B1.tif;B12.tif;B15.tif;B6.tif;B9.tif;B11.tif;B2.tif;B5.tif;B16.tif;B8.tif;B3.tif;B10.tif;B17.tif;B4.tif;B19.tif;B18.tif;B13.tif
1546;29.642181;62.316649;http://tun.fi/KE.423/6315-0282-5104-7588#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;1;NA;1;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;Tatu Sallinen;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6315-0282-5104-7588#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;14.7.2012;14.7.2012;NA;NA;14.7.2012;Tatu Sallinen;62.31622;62.317079;29.641179;29.643184;62.316649;29.642181;6915100;6915200;3637100;3637200;6912202;6912302;636874;636974;691;363;6915;3637;2000;2010;2012;7;14;196;196;100;REPORTED_VALUE;Suomi;Pohjois-Karjala (PK);Rääkkylä;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Rääkkylä;Kb;NA;Saviniemi;;0;http://tun.fi/KE.423/6315-0282-5104-7588;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;16.7.2012;19.4.2014;;0;352;31;26;626;31;-140;-47;-94;77;212;221;132;21;149;99;9359;120;213;82
1547;25.110759;60.279572;http://tun.fi/KE.423/6320-8197-9055-1950#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;1;NA;1;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6320-8197-9055-1950#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.6.2013;3.6.2013;NA;NA;3.6.2013;J-P. Kaitila;60.279111;60.280033;25.109881;25.111636;60.279572;25.110759;6686800;6686900;3395600;3395700;6683993;6684093;395472;395572;668;339;6686;3395;2000;2010;2013;6;3;154;154;100;REPORTED_VALUE;Suomi;Uusimaa (U);Vantaa;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Vantaa;N;NA;Hakunila;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1548;23.575734;61.4795;http://tun.fi/KE.423/6343-4223-5723-9726#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;3;NA;3;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6343-4223-5723-9726#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;13.7.2009;17.7.2009;NA;NA;2009-07-13 - 2009-07-17;T. Kumpulainen;61.479028;61.479971;23.574847;23.576622;61.4795;23.575734;6823800;6823900;3317700;3317800;6820938;6821038;317603;317703;682;331;6823;3317;2000;2000;2009;7;NA;194;198;100;REPORTED_VALUE;Suomi;Etelä-Häme (EH);Nokia;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Nokia;Ta;NA;Pitkäniemi;;0;http://tun.fi/KE.423/6343-4223-5723-9726;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;25.7.2009;25.7.2009;;0;337;26;37;580;33;-124;-34;-75;82;213;211;135;24;151;87;8748;107;203;77
1549;25.697947;61.118559;http://tun.fi/KE.423/6382-8719-3825-0734#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;2;NA;2;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;Olavi Blomster;;ADULT;NA;NA;NA;NA;lab. määritys;0;0;http://tun.fi/KE.423/6382-8719-3825-0734#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;29.6.2007;29.6.2007;NA;NA;29.6.2007;Olavi Blomster;61.118513;61.118605;25.697856;25.698038;61.118559;25.697947;6779530;6779540;3429980;3429990;6776686;6776696;429838;429848;677;342;6779;3429;2000;2000;2007;6;29;180;180;10;REPORTED_VALUE;Suomi;Etelä-Häme (EH);Asikkala;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Asikkala;Ta;NA;Vesivehmaa SP 1;;0;http://tun.fi/KE.423/6382-8719-3825-0734;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;15.2.2008;22.11.2009;;0;326;33;38;649;29;-115;-30;-72;75;211;224;135;23;151;105;8623;131;207;83
1550;29.639254;62.317379;http://tun.fi/KE.423/6384-1512-6705-4832#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;1;NA;1;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;Tatu Sallinen;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6384-1512-6705-4832#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;26.7.2017;26.7.2017;NA;NA;26.7.2017;Tatu Sallinen;62.317336;62.317422;29.639154;29.639354;62.317379;29.639254;6915220;6915230;3636990;3637000;6912322;6912332;636764;636774;691;363;6915;3636;2000;2010;2017;7;26;207;207;10;REPORTED_VALUE;Suomi;Pohjois-Karjala (PK);Rääkkylä;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Rääkkylä;Kb;NA;Saviniemi;;0;http://tun.fi/KE.423/6384-1512-6705-4832;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;5.8.2017;5.8.2017;;0;352;31;26;626;31;-140;-47;-94;77;212;221;132;21;149;99;9359;120;213;82
1551;25.110759;60.279572;http://tun.fi/KE.423/6421-2553-2695-9902#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;4;NA;4;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6421-2553-2695-9902#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.7.2015;8.7.2015;NA;NA;2015-07-07 - 2015-07-08;J-P. Kaitila;60.279111;60.280033;25.109881;25.111636;60.279572;25.110759;6686800;6686900;3395600;3395700;6683993;6684093;395472;395572;668;339;6686;3395;2000;2010;2015;7;NA;188;189;100;REPORTED_VALUE;Suomi;Uusimaa (U);Vantaa;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Vantaa;N;NA;Hakunila;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1552;25.698147;61.118202;http://tun.fi/KE.423/6442-1692-7236-5526#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;2;NA;2;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;Olavi Blomster;;ADULT;NA;NA;NA;NA;lab. määritys;0;0;http://tun.fi/KE.423/6442-1692-7236-5526#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;15.7.2002;21.7.2002;NA;NA;2002-07-15 - 2002-07-21;Olavi Blomster;61.118156;61.118248;25.698056;25.698238;61.118202;25.698147;6779490;6779500;3429990;3430000;6776646;6776656;429848;429858;677;342;6779;3429;2000;2000;2002;7;NA;196;202;10;REPORTED_VALUE;Suomi;Etelä-Häme (EH);Asikkala;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Asikkala;Ta;NA;Vesivehmaa VP1 125W Hg;;0;http://tun.fi/KE.423/6442-1692-7236-5526;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;25.11.2006;22.11.2009;;0;326;33;38;649;29;-115;-30;-72;75;211;224;135;23;151;105;8623;131;207;83
1553;29.759254;62.272849;http://tun.fi/KE.423/6455-8181-7460-0814#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;1;NA;1;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;Tatu Sallinen;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6455-8181-7460-0814#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;24.6.2014;2.7.2014;NA;NA;2014-06-24 - 2014-07-02;Tatu Sallinen;62.272806;62.272892;29.759154;29.759355;62.272849;29.759254;6910520;6910530;3643420;3643430;6907624;6907634;643192;643202;691;364;6910;3643;2000;2010;2014;NA;NA;175;183;10;REPORTED_VALUE;Suomi;Pohjois-Karjala (PK);Rääkkylä;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Rääkkylä;Kb;NA;Rasivaara;;0;http://tun.fi/KE.423/6455-8181-7460-0814;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;4.7.2014;4.7.2014;;0;351;31;24;636;30;-141;-49;-96;77;210;223;130;21;148;101;9381;122;215;83
1554;28.79839;61.201877;http://tun.fi/KE.423/6459-8973-0019-7044#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;1;NA;1;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;Juha Kärkäs;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6459-8973-0019-7044#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;31.7.2015;31.7.2015;NA;NA;31.7.2015;Juha Kärkäs;61.201441;61.202313;28.797435;28.799345;61.201877;28.79839;6789400;6789500;3596800;3596900;6786553;6786653;596591;596691;678;359;6789;3596;2000;2010;2015;7;31;212;212;100;REPORTED_VALUE;Suomi;Etelä-Savo (ES);Imatra;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Imatra;Sa;NA;Sienimäki;;0;http://tun.fi/KE.423/6459-8973-0019-7044;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;1.8.2015;1.8.2015;;0;332;34;38;674;29;-115;-31;-75;73;217;227;140;21;156;111;8960;140;207;84
1555;29.746545;62.23382;http://tun.fi/KE.423/6465-1163-0493-8878#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;1;NA;1;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;Tatu Sallinen;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6465-1163-0493-8878#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.7.2012;24.7.2012;NA;NA;2012-07-23 - 2012-07-24;Tatu Sallinen;62.233391;62.234249;29.745544;29.747547;62.23382;29.746545;6906100;6906200;3642900;3643000;6903206;6903306;642672;642772;690;364;6906;3642;2000;2010;2012;7;NA;205;206;100;REPORTED_VALUE;Suomi;Pohjois-Karjala (PK);Rääkkylä;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Rääkkylä;Kb;NA;Kertto;;0;http://tun.fi/KE.423/6465-1163-0493-8878;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;28.7.2012;19.4.2014;;0;352;31;26;629;31;-140;-47;-94;77;212;221;132;21;150;100;9388;121;211;82
1556;28.79839;61.201877;http://tun.fi/KE.423/6466-3615-8866-6384#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;1;NA;1;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;Juha Kärkäs;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6466-3615-8866-6384#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;28.7.2012;28.7.2012;NA;NA;28.7.2012;Juha Kärkäs;61.201441;61.202313;28.797435;28.799345;61.201877;28.79839;6789400;6789500;3596800;3596900;6786553;6786653;596591;596691;678;359;6789;3596;2000;2010;2012;7;28;210;210;100;REPORTED_VALUE;Suomi;Etelä-Savo (ES);Imatra;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Imatra;Sa;NA;Sienimäki;;0;http://tun.fi/KE.423/6466-3615-8866-6384;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;29.7.2012;29.7.2012;;0;332;34;38;674;29;-115;-31;-75;73;217;227;140;21;156;111;8960;140;207;84
1557;29.713607;62.61604;http://tun.fi/KE.423/6468-6177-9226-3274#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;1;NA;1;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;Mika Pajari;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6468-6177-9226-3274#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;13.6.2014;13.6.2014;NA;NA;13.6.2014;Mika Pajari;62.615611;62.61647;29.712593;29.714621;62.61604;29.713607;6948600;6948700;3639400;3639500;6945689;6945789;639173;639273;694;363;6948;3639;2000;2010;2014;6;13;164;164;100;REPORTED_VALUE;Suomi;Pohjois-Karjala (PK);Joensuu;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Joensuu;Kb;NA;Siilainen;;0;http://tun.fi/KE.423/6468-6177-9226-3274;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;24.3.2015;4.4.2016;;0;356;30;24;616;32;-144;-49;-97;78;212;220;131;21;149;97;9478;115;214;82
1558;23.561355;60.137968;http://tun.fi/KE.423/6511-8259-3940-8858#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;1;NA;1;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;Antti Aalto;;ADULT;NA;NA;NA;NA;lab. määritys;0;0;http://tun.fi/KE.423/6511-8259-3940-8858#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;16.5.2016;21.6.2016;NA;NA;2016-05-16 - 2016-06-21;Antti Aalto;60.137497;60.138439;23.560503;23.562206;60.137968;23.561355;6674500;6674600;3309100;3309200;6671698;6671798;309007;309107;667;330;6674;3309;2000;2010;2016;NA;NA;137;173;100;REPORTED_VALUE;Suomi;Varsinais-Suomi (V);Raasepori;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Raasepori;Ab;NA;Fiskars;;0;http://tun.fi/KE.423/6511-8259-3940-8858;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;7.1.2017;7.1.2017;;0;304;29;51;608;32;-91;-16;-48;73;213;211;142;24;155;93;7929;122;193;75
1559;22.409213;60.452686;http://tun.fi/KE.423/6520-4403-6016-6852#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;1;NA;1;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6520-4403-6016-6852#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;17.6.2017;17.6.2017;NA;NA;17.6.2017;Samuli Lehtonen;60.452207;60.453165;22.408371;22.410056;60.452686;22.409213;6713400;6713500;3247600;3247700;6710582;6710682;247532;247632;671;324;6713;3247;2000;2010;2017;6;17;168;168;100;REPORTED_VALUE;Suomi;Varsinais-Suomi (V);Lieto;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Lieto;Ab;NA;Littoinen;;0;http://tun.fi/KE.423/6520-4403-6016-6852;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;19.6.2017;19.6.2017;;0;307;35;51;668;27;-90;37;-48;75;217;212;144;24;157;111;7976;159;193;78
1560;25.698704;61.118207;http://tun.fi/KE.423/6540-0393-7490-7472#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;1;NA;1;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;Olavi Blomster;;ADULT;NA;NA;NA;NA;lab. määritys;0;0;http://tun.fi/KE.423/6540-0393-7490-7472#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;13.6.2007;13.6.2007;NA;NA;13.6.2007;Olavi Blomster;61.118161;61.118253;25.698613;25.698794;61.118207;25.698704;6779490;6779500;3430020;3430030;6776646;6776656;429878;429888;677;343;6779;3430;2000;2000;2007;6;13;164;164;10;REPORTED_VALUE;Suomi;Etelä-Häme (EH);Asikkala;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Asikkala;Ta;NA;Vesivehmaa SP 2;;0;http://tun.fi/KE.423/6540-0393-7490-7472;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;15.2.2008;22.11.2009;;0;326;33;38;649;29;-115;-30;-72;75;211;224;135;23;151;105;8623;131;207;83
1561;23.561355;60.137968;http://tun.fi/KE.423/6543-8476-7099-4922#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;1;NA;1;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;Antti Aalto;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6543-8476-7099-4922#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.5.2014;9.6.2014;NA;NA;2014-05-20 - 2014-06-09;Antti Aalto;60.137497;60.138439;23.560503;23.562206;60.137968;23.561355;6674500;6674600;3309100;3309200;6671698;6671798;309007;309107;667;330;6674;3309;2000;2010;2014;NA;NA;140;160;100;REPORTED_VALUE;Suomi;Varsinais-Suomi (V);Raasepori;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Raasepori;N;NA;Fiskars;;0;http://tun.fi/KE.423/6543-8476-7099-4922;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;19.1.2015;19.1.2015;;0;304;29;51;608;32;-91;-16;-48;73;213;211;142;24;155;93;7929;122;193;75
1562;24.752252;60.155466;http://tun.fi/KE.423/6562-4588-7877-1140#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;11;NA;11;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;juha kankaansivu;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6562-4588-7877-1140#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6.2013;4.6.2013;NA;NA;2013-06-01 - 2013-06-04;juha kankaansivu;60.155002;60.155929;24.751383;24.753121;60.155466;24.752252;6673600;6673700;3375300;3375400;6670798;6670898;375181;375281;667;337;6673;3375;2000;2010;2013;6;NA;152;155;100;REPORTED_VALUE;Suomi;Uusimaa (U);Espoo;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Espoo;N;NA;Matinkylä;;0;http://tun.fi/KE.423/6562-4588-7877-1140;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;4.12.2013;4.12.2013;;0;298;32;52;644;31;-88;-16;-47;66;210;221;145;22;158;101;8029;132;198;78
1564;24.642488;60.805425;http://tun.fi/KE.423/6575-2845-2527-8542#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;1;NA;1;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;J. Tyllinen;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6575-2845-2527-8542#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;30.7.2005;31.7.2005;NA;NA;2005-07-30 - 2005-07-31;J. Tyllinen;60.804961;60.80589;24.641603;24.643372;60.805425;24.642488;6746200;6746300;3371800;3371900;6743369;6743469;371682;371782;674;337;6746;3371;2000;2000;2005;7;NA;211;212;100;REPORTED_VALUE;Suomi;Etelä-Häme (EH);Janakkala;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Janakkala;Ta;NA;;;0;http://tun.fi/KE.423/6575-2845-2527-8542;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;11.11.2005;15.2.2013;;0;320;32;42;632;31;-108;-26;-63;76;212;222;136;23;151;100;8319;126;204;80
1565;29.640333;62.317583;http://tun.fi/KE.423/6587-4521-5175-5072#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;1;NA;1;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;Tatu Sallinen;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6587-4521-5175-5072#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.7.2009;9.7.2009;NA;NA;9.7.2009;Tatu Sallinen;62.317153;62.318012;29.639331;29.641336;62.317583;29.640333;6915200;6915300;3637000;3637100;6912302;6912402;636774;636874;691;363;6915;3637;2000;2000;2009;7;9;190;190;100;REPORTED_VALUE;Suomi;Pohjois-Karjala (PK);Rääkkylä;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Rääkkylä;Kb;NA;Saviniemi;;0;http://tun.fi/KE.423/6587-4521-5175-5072;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;10.7.2009;13.4.2014;;0;352;31;26;626;31;-140;-47;-94;77;212;221;132;21;149;99;9359;120;213;82
1566;24.52538;60.159812;http://tun.fi/KE.423/6613-9180-0471-8816#Unit;Agrotis exclamationis;NA;NA;NA;NEUTRAL;;NA;;http://tun.fi/MX.63003;Agrotis exclamationis;huutomerkkiyökkönen;NA;NA;NA;6;NA;6;HUMAN_OBSERVATION_UNSPECIFIED;HUMAN_OBSERVATION_UNSPECIFIED;FALSE;J-P Hirvonen;;ADULT;NA;NA;NA;NA;;0;0;http://tun.fi/KE.423/6613-9180-0471-8816#Gathering;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.6.2011;22.6.2011;NA;NA;2011-06-18 - 2011-06-22;J-P Hirvonen;60.159807;60.159816;24.525371;24.525389;60.159812;24.52538;6674584;6674585;3362773;3362774;6671782;6671783;362659;362660;667;336;6674;3362;2000;2010;2011;6;NA;169;173;1;REPORTED_VALUE;Suomi;Uusimaa (U);Kirkkonummi;COORDINATES;COORDINATES;COORDINATES;NA;Finland;Kirkkonummi;N;NA;Masala;;0;http://tun.fi/KE.423/6613-9180-0471-8816;PUBLIC;NONE;NA;FALSE;http://tun.fi/HR.200;3;NA;NA;NA;http://tun.fi/KE.423;NA;;NA;NA;9.4.2012;9.4.2012;;0;301;30;51;636;31;-90;-17;-49;68;211;220;144;22;157;98;8040;129;199;78
